Chr	Start	End	Hela_RNaseR-minus_pairs_Chimeric.out.junction
chr7	72877252	72884813	3
chr7	72878450	72880731	1
chr7	72879769	72880731	5
chr7	72879769	72884813	3
chr7	72883847	72884813	4
chr7	72922657	72925182	1
chr7	73009996	73012043	1
chr7	73601941	73604248	1
chr7	73649862	73661093	1
chr7	73654268	73657576	1
chr7	73654268	73661093	1
chr7	73950497	73973985	3
chr7	74004180	74009378	1
chr7	74095133	74095290	1
chr7	74299455	74301260	1
chr7	74433140	74434317	1
chr7	74623676	74631537	1
chr7	74626247	74632979	1
chr7	75044163	75045694	1
chr7	75045259	75045694	1
chr7	75070232	75070925	1
chr7	75178189	75183825	1
chr7	75634577	75643205	1
chr7	75684148	75694271	1
chr7	77200395	77210820	2
chr7	77200395	77221573	4
chr7	77200395	77227218	3
chr7	77200395	77230123	3
chr7	77200395	77247882	1
chr7	77200406	77200503	4
chr7	77200447	77268641	1
chr7	77210744	77214898	1
chr7	77210744	77221573	2
chr7	77210744	77230123	1
chr7	77212872	77214898	1
chr7	77214860	77230123	6
chr7	77214860	77240363	2
chr7	77236552	77261742	3
chr7	77240082	77261742	1
chr7	77247797	77261742	2
chr7	77256022	77256992	1
chr7	77256022	77261742	1
chr7	77407655	77408131	1
chr7	77530028	77531237	1
chr7	80390932	80440017	1
chr7	80418622	80435074	1
chr7	80418622	80440017	25
chr7	80427408	80440017	2
chr7	80427408	80458061	1
chr7	80430073	80458061	2
chr7	80433422	80435074	3
chr7	80447615	80458061	3
chr7	81689744	81746489	3
chr7	81964451	81978965	1
chr7	82763566	82785708	1
chr7	86509463	86556232	5
chr7	86521040	86556232	1
chr7	86567442	86574362	1
chr7	86792555	86824441	1
chr7	86792811	86800405	5
chr7	86792811	86803985	9
chr7	86792811	86810657	1
chr7	86792811	86811653	2
chr7	86792811	86813941	1
chr7	86792811	86815296	1
chr7	87369107	87370895	1
chr7	87593949	87607727	9
chr7	90001469	90007525	1
chr7	90003616	90007525	1
chr7	91603025	91610272	1
chr7	91621472	91622369	1
chr7	91621472	91632549	2
chr7	91622203	91646416	2
chr7	91682040	91699520	1
chr7	91700219	91715000	1
chr7	91842509	91844091	1
chr7	91842509	91855996	1
chr7	91842509	91864960	1
chr7	91855034	91855996	1
chr7	91855034	91871451	1
chr7	91863763	91871451	1
chr7	91877502	91981956	1
chr7	91924203	91936970	2
chr7	91924203	91948826	3
chr7	91924203	91957214	20
chr7	91924203	91963470	1
chr7	91924203	91981956	1
chr7	91924203	91991587	1
chr7	91980264	91991587	1
chr7	92140258	92147569	1
chr7	92146590	92147569	1
chr7	92146590	92148392	1
chr7	92199137	92210917	3
chr7	92205085	92210917	3
chr7	92235731	92235823	1
chr7	92238722	92240952	1
chr7	92354940	92404145	1
chr7	92888862	92905617	1
chr7	92900532	92963509	1
chr7	92921015	92926555	4
chr7	94168279	94183887	1
chr7	94228087	94259153	3
chr7	94248070	94259153	1
chr7	95221300	95224476	1
chr7	95813589	95822495	1
chr7	96302034	96303171	1
chr7	97481471	97481570	1
chr7	97820040	97823884	7
chr7	97820926	97823884	4
chr7	97941409	97949610	3
chr7	97946531	97949610	1
chr7	98497045	98501140	1
chr7	98513346	98515302	1
chr7	98530864	98533298	1
chr7	98545844	98546308	1
chr7	98564664	98569568	1
chr7	98647186	98659460	1
chr7	98930948	98951744	1
chr7	98995485	99002576	1
chr7	99103628	99129153	1
chr7	99103821	99129153	1
chr7	99621042	99621930	64
chr7	99621042	99627998	1
chr7	99621048	99621930	1
chr7	99627484	99627998	1
chr7	99672758	99673253	4
chr7	99674926	99677279	1
chr7	99700298	99700583	2
chr7	99701032	99701315	1
chr7	99701032	99701777	1
chr7	99709351	99709876	1
chr7	99972136	99972208	1
chr7	99972136	99972304	1
chr7	100027105	100027455	1
chr7	100146445	100153358	1
chr7	100410369	100410830	7
chr7	100417179	100417918	2
chr7	100866758	100867422	1
chr7	101518913	101559505	1
chr7	101536670	101559505	2
chr7	101557469	101559505	1
chr7	101559395	101559505	1
chr7	101713619	101758553	1
chr7	101740644	101758553	1
chr7	101747616	101747739	1
chr7	101839768	101839799	1
chr7	101870647	101870949	3
chr7	101870647	101877520	1
chr7	102036424	102040095	1
chr7	102398301	102401858	17
chr7	102398301	102427916	2
chr7	102412856	102427916	1
chr7	102665510	102669865	1
chr7	102743498	102769239	13
chr7	102755507	102769239	4
chr7	102939015	102944937	1
chr7	102939031	102952578	1
chr7	102944289	102944937	1
chr7	102949399	102950922	2
chr7	103801520	103808973	3
chr7	103805683	103808973	3
chr7	104678573	104681470	2
chr7	104681286	104722244	1
chr7	104702611	104722244	6
chr7	104702611	104731761	2
chr7	104702616	104722244	2
chr7	104714066	104717880	9
chr7	104714066	104719410	2
chr7	104714066	104722244	3
chr7	104716490	104731761	1
chr7	104719293	104731761	1
chr7	104722135	104742641	1
chr7	104741872	104742641	1
chr7	104758155	104773551	1
chr7	104808455	104809712	1
chr7	105099615	105122887	1
chr7	105099615	105135700	4
chr7	105103068	105112640	1
chr7	105103068	105135700	1
chr7	105105760	105111295	1
chr7	105108784	105111295	1
chr7	105111135	105135700	1
chr7	105112579	105143011	1
chr7	105121499	105146503	1
chr7	105121499	105143011	1
chr7	105121499	105135700	4
chr7	105121507	105121569	1
chr7	105182855	105195674	1
chr7	105260647	105264714	1
chr7	105264522	105305735	1
chr7	106871060	106888944	1
chr7	106921745	106924177	1
chr7	107002478	107002865	1
chr7	107002478	107013205	1
chr7	107002478	107053077	3
chr7	107167682	107167802	1
chr7	107207495	107211711	2
chr7	107555951	107560181	1
chr7	107601994	107605132	1
chr7	111127294	111161505	7
chr7	111127294	111201979	21
chr7	111127294	111289526	1
chr7	111624361	111644186	1
chr7	111926928	111927129	2
chr7	114582330	114619836	3
chr7	116339125	116340338	10
chr7	116398513	116436096	1
chr7	117825701	117828459	11
chr7	120606680	120613297	1
chr7	121011354	121023064	1
chr7	123346331	123349277	1
chr7	124467268	124469396	1
chr7	124475333	124493192	1
chr7	127011779	127017383	2
chr7	127013396	127017383	20
chr7	127326779	127342559	1
chr7	127334882	127361454	1
chr7	127338929	127347701	3
chr7	127341217	127347701	1
chr7	127344893	127361454	2
chr7	127447538	127484477	1
chr7	127568113	127569382	2
chr7	127568113	127631109	1
chr7	127631000	127648197	1
chr7	128138090	128141886	1
chr7	128214774	128220148	2
chr7	128231904	128249633	1
chr7	128231904	128258031	1
chr7	128248172	128249633	2
chr7	128614922	128641288	1
chr7	128637443	128641288	2
chr7	128655033	128658211	35
chr7	129297183	129330386	4
chr7	129297183	129357216	1
chr7	129297183	129311383	1
chr7	129668560	129688984	1
chr7	129679304	129688984	3
chr7	129760589	129762042	5
chr7	131060183	131073731	7
chr7	131060183	131082135	1
chr7	131060183	131084192	47
chr7	131060183	131096142	1
chr7	131060183	131099469	1
chr7	131060183	131130662	3
chr7	131071879	131084192	6
chr7	131071879	131130662	2
chr7	131071879	131073731	3
chr7	131071966	131176449	1
chr7	131099404	131130662	1
chr7	131113792	131130662	10
chr7	131122544	131130662	8
chr7	131130533	131163436	1
chr7	131147976	131155703	1
chr7	131193710	131196192	1
chr7	132504484	132504582	1
chr7	132719688	132719846	1
chr7	132959737	132973870	1
chr7	133002038	133101611	1
chr7	133160082	133164892	1
chr7	134129990	134132813	1
chr7	134136410	134136481	1
chr7	135262544	135277940	3
chr7	135272323	135276348	1
chr7	135301881	135309973	1
chr7	135301881	135329766	1
chr7	135321079	135329766	2
chr7	135327940	135330979	1
chr7	137206612	137374748	1
chr7	137330218	137374748	1
chr7	137339478	137363398	1
chr7	137339478	137374748	1
chr7	137562993	137563095	1
chr7	137586100	137593182	1
chr7	137597737	137600758	7
chr7	138189035	138223548	3
chr7	138199957	138223548	1
chr7	138203934	138223548	2
chr7	138203934	138235925	2
chr7	138203934	138258387	1
chr7	138235808	138241143	1
chr7	138239443	138252399	1
chr7	138255575	138261190	1
chr7	138255575	138271206	1
chr7	138261118	138264277	8
chr7	138406642	138424378	1
chr7	138413506	138441285	1
chr7	138447085	138447770	1
chr7	138555903	138556108	1
chr7	138564284	138583878	2
chr7	138579088	138597206	1
chr7	138579088	138604184	2
chr7	138583701	138597206	1
chr7	138593737	138597206	2
chr7	138711454	138719424	6
chr7	138730823	138731203	1
chr7	138739951	138745884	1
chr7	138749625	138761155	2
chr7	138763298	138774505	1
chr7	138921751	138943371	1
chr7	138921751	138951149	1
chr7	138921754	138969320	1
chr7	138921754	138982710	1
chr7	138951079	138957186	1
chr7	139415731	139416814	7
chr7	139728413	139757834	1
chr7	139734035	139737656	1
chr7	139746684	139757834	1
chr7	139753712	139757834	1
chr7	139754462	139757834	2
chr7	139826437	139838990	1
chr7	139827242	139829453	1
chr7	140034229	140037149	1
chr7	140055468	140069482	5
chr7	140402666	140404763	5
chr7	140439612	140534503	1
chr7	140439612	140454033	5
chr7	140439612	140449218	1
chr7	140449087	140508795	1
chr7	140449087	140534503	1
chr7	140476712	140494267	2
chr7	140476712	140534503	1
chr7	140481376	140534503	1
chr7	141172502	141172560	1
chr7	141301005	141333780	1
chr7	141301005	141349133	1
chr7	141336760	141349133	15
chr7	141336760	141341708	3
chr7	143573082	143573715	1
chr7	148451068	148464841	2
chr7	148451092	148463815	1
chr7	148451092	148464841	2
chr7	148456396	148457588	1
chr7	148463653	148464841	1
chr7	148525832	148529842	1
chr7	148529726	148544397	1
chr7	148543562	148544397	19
chr7	148543562	148547617	1
chr7	148543589	148544397	4
chr7	148851037	148864022	2
chr7	148851037	148851432	10
chr7	148895425	148910906	1
chr7	149917334	149932342	1
chr7	149981842	149995284	1
chr7	149983456	149992436	1
chr7	150026374	150026483	1
chr7	150813880	150820973	1
chr7	150814182	150815719	1
chr7	150825667	150831655	1
chr7	150911836	150911948	1
chr7	151046159	151049968	1
chr7	151179017	151188100	1
chr7	151181823	151195266	4
chr7	151847985	151855007	1
chr7	151855948	151948051	1
chr7	151859202	151875095	1
chr7	151859202	151904513	1
chr7	151884347	151919151	1
chr7	151902191	151904513	1
chr7	151917608	151935911	1
chr7	151921100	151933018	1
chr7	151927008	151935911	2
chr7	151946961	151948051	2
chr7	151949024	151970952	1
chr7	152007051	152055760	3
chr7	152007051	152012423	17
chr7	152027686	152055760	4
chr7	152480272	152498816	5
chr7	152480272	152522207	1
chr7	152496739	152522207	2
chr7	152497616	152498816	1
chr7	152497616	152522207	1
chr7	152497703	152522207	1
chr7	152508782	152522207	1
chr7	152549211	152563402	1
chr7	152755326	152768089	1
chr7	154751600	154754168	1
chr7	154767406	154790494	2
chr7	155093276	155094127	11
chr7	155457869	155473602	4
chr7	155457869	155504149	1
chr7	155465561	155473602	53
chr7	155465561	155477746	3
chr7	155465561	155493638	3
chr7	155471302	155473602	3
chr7	155473493	155473562	1
chr7	155499554	155511137	6
chr7	156397882	156398458	1
chr7	156516806	156629579	1
chr7	156516806	156619438	3
chr7	156516806	156526951	1
chr7	156526871	156619438	1
chr7	156549087	156619438	4
chr7	156570787	156589186	1
chr7	156589083	156619438	3
chr7	156619299	156626486	1
chr7	156619299	156629579	11
chr7	156758964	156759786	7
chr7	156761781	156762446	1
chr7	156785638	156786875	1
chr7	156956504	156961816	1
chr7	156956504	156975022	1
chr7	156956504	156963144	1
chr7	156956504	156957224	1
chr7	156994415	157009665	1
chr7	157000092	157024021	1
chr7	157009561	157018233	1
chr7	157009561	157024021	1
chr7	157013383	157018233	1
chr7	157013383	157024021	2
chr7	157013383	157041274	1
chr7	157015948	157018233	1
chr7	157151241	157155964	1
chr7	157159196	157160177	1
chr7	157174940	157178305	1
chr7	158423189	158439255	1
chr7	158436981	158439255	1
chr7	158436981	158483414	1
chr7	158447810	158449125	2
chr7	158454886	158468348	1
chr7	158464206	158468348	1
chr7	158472652	158482645	2
chr7	158524380	158525226	1
chr7	158528194	158531812	1
chr7	158531714	158540971	1
chr7	158540885	158542414	3
chr7	158552177	158557544	10
chr7	158552177	158591763	2
chr7	158566032	158591763	6
chr7	158580695	158591763	16
chr7	158662546	158669382	1
chr7	158672375	158684024	4
chr7	158672375	158684033	2
chr7	158672375	158698782	8
chr7	158672375	158711560	1
chr7	158679712	158727240	1
chr7	158694430	158698782	2
chr7	158704241	158711560	6
chr8	1806126	1824900	1
chr8	1824737	1844615	1
chr8	1824737	1857636	5
chr8	6293569	6296617	2
chr8	6302883	6302936	1
chr8	9437669	9442794	1
chr8	11152703	11167197	2
chr8	11162350	11167197	1
chr8	11666303	11667359	1
chr8	11666303	11689179	1
chr8	11666303	11696082	1
chr8	11667301	11696082	1
chr8	12586410	12600791	1
chr8	12592795	12600791	1
chr8	12594210	12600791	1
chr8	15480589	15519805	1
chr8	15508206	15531345	4
chr8	15517016	15531345	1
chr8	15588175	15605974	1
chr8	15598763	15605786	1
chr8	17088099	17088135	1
chr8	17123416	17143936	1
chr8	17123421	17143936	1
chr8	17125767	17143936	3
chr8	17141982	17143936	1
chr8	17359766	17402115	1
chr8	17400827	17401224	1
chr8	17570723	17581342	1
chr8	17570723	17601308	1
chr8	17812979	17815284	2
chr8	17820610	17883167	2
chr8	17824594	17851128	3
chr8	17843880	17844088	1
chr8	17868746	17869336	3
chr8	17919908	17920739	1
chr8	18656805	18662408	8
chr8	19192197	19192368	3
chr8	19221583	19231171	2
chr8	19442677	19448789	1
chr8	19442677	19459376	3
chr8	19457281	19459376	1
chr8	19680812	19682483	2
chr8	19680812	19688070	1
chr8	19805691	19811864	3
chr8	19805691	19813594	2
chr8	21832181	21837714	1
chr8	21835281	21837714	1
chr8	22054193	22054933	1
chr8	22105667	22106822	1
chr8	22167474	22175788	1
chr8	22332467	22333137	4
chr8	22355514	22370945	1
chr8	22429231	22432235	1
chr8	22899554	22900756	3
chr8	23003186	23003385	1
chr8	23159540	23167424	1
chr8	23291830	23302047	1
chr8	23297262	23302119	1
chr8	25132902	25226241	1
chr8	25149540	25154164	1
chr8	25156460	25168048	1
chr8	25156460	25159970	3
chr8	25156460	25158173	3
chr8	25158092	25168048	1
chr8	25161771	25174647	1
chr8	25181364	25183063	1
chr8	25193755	25194487	1
chr8	25202991	25209342	1
chr8	25224386	25227157	1
chr8	25246607	25247803	1
chr8	25246607	25257510	1
chr8	25257427	25261240	1
chr8	25265499	25266456	5
chr8	25317756	25327496	1
chr8	25317900	25327496	2
chr8	25341482	25344850	1
chr8	26196406	26228136	1
chr8	26265516	26268010	1
chr8	26439485	26441499	7
chr8	26439485	26481823	1
chr8	27516129	27516161	1
chr8	27516462	27516766	1
chr8	27964230	28019595	1
chr8	27987019	28019595	2
chr8	27995215	28019595	1
chr8	28013459	28019595	2
chr8	28588740	28600731	2
chr8	28595036	28600731	2
chr8	28821328	28837673	2
chr8	28821328	28866699	1
chr8	28827560	28866699	2
chr8	28827560	28876430	1
chr8	28866589	28876430	1
chr8	29927158	29927575	1
chr8	29959414	29962002	2
chr8	29959414	29964359	1
chr8	29961816	29964359	1
chr8	30557598	30560757	1
chr8	30915888	30922579	1
chr8	30915888	30925843	1
chr8	30915888	30933803	2
chr8	30998946	31015046	1
chr8	32453446	32474403	3
chr8	37623044	37623873	12
chr8	37727938	37735069	2
chr8	37734627	37735069	1
chr8	37967897	37968351	1
chr8	37971710	37978667	2
chr8	37971710	37976881	1
chr8	37985809	37993284	2
chr8	38027320	38029551	1
chr8	38105231	38111236	1
chr8	38107226	38109805	1
chr8	38172165	38173560	1
chr8	38205015	38205733	1
chr8	38793512	38803739	1
chr8	38801307	38803739	2
chr8	38801307	38810885	1
chr8	38879162	38899636	1
chr8	38912000	38913291	1
chr8	38928817	38948865	1
chr8	38947566	38948865	1
chr8	41455811	41456823	2
chr8	41542062	41543801	1
chr8	41791263	41791522	1
chr8	41905896	41907225	6
chr8	42033019	42038152	1
chr8	42146152	42147791	1
chr8	42183488	42186732	7
chr8	42207525	42218883	1
chr8	42218813	42220216	1
chr8	42259306	42260979	3
chr8	42719760	42725255	1
chr8	42761316	42785315	3
chr8	42761316	42798588	4
chr8	42780700	42785315	4
chr8	42780700	42798588	2
chr8	42812237	42819617	2
chr8	42819454	42837839	1
chr8	42828432	42837839	1
chr8	42828432	42841938	2
chr8	43002091	43024385	1
chr8	43013718	43027529	1
chr8	43024316	43037403	1
chr8	43033217	43037403	1
chr8	48192450	48206619	1
chr8	48196617	48206619	6
chr8	48203622	48206619	1
chr8	48307538	48320523	2
chr8	48308936	48320523	3
chr8	48320423	48353104	3
chr8	48748899	48751807	1
chr8	48761715	48762064	1
chr8	48765234	48767934	1
chr8	48827888	48842572	1
chr8	48830837	48840450	1
chr8	48839754	48842572	1
chr8	48839754	48843347	1
chr8	48845580	48846650	1
chr8	48845580	48856589	1
chr8	48845580	48867006	1
chr8	48866180	48869991	1
chr8	48874613	48875600	1
chr8	48882358	48884028	2
chr8	48955593	48962538	5
chr8	48955593	48974747	1
chr8	49693158	49735048	1
chr8	52744004	52758323	1
chr8	52758221	52773806	4
chr8	52773405	52773806	42
chr8	52773421	52773806	2
chr8	53580581	53599527	1
chr8	54656137	54708399	1
chr8	54669115	54730090	1
chr8	54682178	54684727	1
chr8	54682178	54731182	1
chr8	54708207	54730090	6
chr8	54723724	54730090	2
chr8	54852136	54866870	1
chr8	54891585	54912610	5
chr8	54891585	54923052	3
chr8	54896923	54912610	2
chr8	54896923	54923052	2
chr8	55049087	55060190	1
chr8	56695307	56705343	3
chr8	56695307	56708711	3
chr8	56695307	56711779	1
chr8	56854414	56866543	1
chr8	59535779	59548105	5
chr8	61484605	61504528	9
chr8	61653818	61655656	7
chr8	61653818	61693989	2
chr8	61728946	61736575	1
chr8	61728946	61743136	1
chr8	62546242	62566219	2
chr8	62546242	62596747	1
chr8	62550506	62566219	1
chr8	62555976	62559432	1
chr8	62588699	62596747	1
chr8	64087890	64100303	6
chr8	64098706	64100303	3
chr8	66534498	66539668	1
chr8	66582108	66617164	1
chr8	66691955	66695078	2
chr8	67484717	67505429	1
chr8	67484717	67514758	2
chr8	67492368	67505429	1
chr8	67492368	67514758	2
chr8	67504675	67514758	12
chr8	67513933	67514758	29
chr8	68007528	68007967	1
chr8	68015272	68018210	2
chr8	68015272	68028391	2
chr8	68015272	68044315	3
chr8	68018140	68024300	1
chr8	68018140	68028357	2
chr8	68030483	68044315	1
chr8	68130017	68151128	1
chr8	68163534	68172161	2
chr8	68163534	68170051	1
chr8	68200190	68214701	6
chr8	70588844	70594578	1
chr8	71126138	71128999	7
chr8	71495399	71508556	1
chr8	73950941	73951454	1
chr8	75156764	75157410	6
chr8	76470753	76471272	2
chr8	81411729	81412617	4
chr8	81542479	81545108	2
chr8	82591361	82593018	1
chr8	82626224	82626262	1
chr8	86021830	86053752	1
chr8	86035648	86044196	1
chr8	86037027	86041614	1
chr8	87386259	87393858	1
chr8	87442926	87474075	1
chr8	87540764	87544808	1
chr8	89953882	89994158	1
chr8	90659968	90737869	3
chr8	90734243	90737842	2
chr8	90734243	90737869	9
chr8	90777569	90785056	1
chr8	90784915	90802640	2
chr8	90921795	90926974	3
chr8	90982592	90990551	5
chr8	91636302	91636358	1
chr8	92145338	92147967	2
chr8	94767248	94803547	1
chr8	94767248	94828743	2
chr8	94767275	94828743	2
chr8	94767275	94784879	1
chr8	94798451	94803547	1
chr8	94798451	94828743	1
chr8	94798451	94834791	1
chr8	95470496	95479783	1
chr8	95503806	95504137	1
chr8	95507959	95511734	1
chr8	95518728	95524317	2
chr8	95549331	95550574	1
chr8	95738559	95752018	2
chr8	95768264	95782799	2
chr8	95839491	95844402	2
chr8	95839491	95869206	3
chr8	95879368	95888717	1
chr8	96044223	96064458	3
chr8	96044223	96059355	1
chr8	96044223	96057875	1
chr8	96047682	96060786	1
chr8	97541421	97554192	2
chr8	97541421	97561079	1
chr8	97549528	97551121	2
chr8	97892026	97892233	1
chr8	97892026	98041722	1
chr8	98673300	98673678	1
chr8	98673300	98703416	1
chr8	98698896	98701331	2
chr8	98698896	98703416	6
chr8	98698896	98712080	1
chr8	98698896	98735263	1
chr8	98817581	98837381	12
chr8	98827556	98837381	1
chr8	98828286	98837381	1
chr8	99116717	99120979	1
chr8	99135564	99142454	1
chr8	99146177	99146887	1
chr8	99148710	99149182	1
chr8	99538970	99560389	1
chr8	99538970	99608397	3
chr8	99718695	99719539	16
chr8	99718695	99735046	2
chr8	99718695	99761618	4
chr8	99733302	99761618	1
chr8	99957809	99957858	2
chr8	100108540	100123507	1
chr8	100155202	100182391	1
chr8	100168777	100205285	1
chr8	100286426	100287482	1
chr8	100396436	100533238	1
chr8	100443765	100454863	1
chr8	100454629	100494030	1
chr8	100454717	100513933	1
chr8	100587886	100589861	1
chr8	101149793	101151846	1
chr8	101235890	101237567	2
chr8	101533120	101545539	1
chr8	101534834	101545539	1
chr8	101718879	101719225	1
chr8	101721361	101730508	1
chr8	101724590	101730508	1
chr8	101727690	101730508	2
chr8	102212218	102213971	1
chr8	103236274	103237246	2
chr8	103274143	103276786	3
chr8	103274143	103282411	1
chr8	103281206	103292695	1
chr8	103307210	103312379	1
chr8	103312181	103312338	1
chr8	103323527	103373854	1
chr8	103324362	103327081	1
chr8	103335539	103373406	1
chr8	103335539	103373854	2
chr8	103341318	103358623	3
chr8	103354701	103359320	1
chr8	103354701	103373854	1
chr8	103358464	103373854	1
chr8	103372299	103373854	8
chr8	103372817	103373854	1
chr8	103845284	103848618	1
chr8	103846417	103851144	4
chr8	103846417	103848618	1
chr8	103848581	103851038	1
chr8	103850972	103855975	6
chr8	103851878	103855975	1
chr8	104053026	104054635	1
chr8	104258522	104258912	1
chr8	104412211	104420012	1
chr8	104412643	104420012	18
chr8	104417004	104420012	6
chr8	104432492	104453846	1
chr8	104442840	104453846	2
chr8	107691438	107696587	4
chr8	107691438	107705105	1
chr8	107715134	107719373	1
chr8	107715134	107726213	4
chr8	109240496	109254142	1
chr8	109462052	109468159	1
chr8	109462052	109462721	4
chr8	110283234	110293401	1
chr8	116599228	116632287	1
chr8	116631359	116635985	1
chr8	117668095	117671219	10
chr8	117668095	117738411	1
chr8	117723560	117738411	1
chr8	117738255	117738411	3
chr8	117738255	117759117	1
chr8	118540890	118543066	5
chr8	118817062	118847790	2
chr8	118830674	118834836	1
chr8	120744123	120774848	1
chr8	120768246	120803699	3
chr8	120770313	120803699	2
chr8	120774655	120803699	2
chr8	120790259	120803699	3
chr8	120790259	120831746	1
chr8	120790259	120844838	1
chr8	120793293	120803699	2
chr8	120800578	120803699	1
chr8	120800578	120810086	11
chr8	120807772	120814265	1
chr8	120814034	120843961	1
chr8	120830224	120843961	1
chr8	120850499	120862756	1
chr8	121466087	121500572	1
chr8	121471455	121500572	1
chr8	121471494	121476001	1
chr8	121500399	121522269	1
chr8	124089351	124121860	11
chr8	124089351	124132428	5
chr8	124089351	124113247	1
chr8	124089351	124117704	5
chr8	124089351	124096580	5
chr8	124141306	124162368	1
chr8	124338133	124348772	1
chr8	124338133	124350061	1
chr8	124340430	124351686	1
chr8	124346118	124348772	5
chr8	124346118	124350061	8
chr8	124346118	124351686	2
chr8	124349865	124351686	22
chr8	124368629	124373886	1
chr8	124371461	124373886	3
chr8	124797869	124818469	1
chr8	125332327	125339662	1
chr8	125332327	125343033	2
chr8	125364850	125364897	1
chr8	125527987	125528271	1
chr8	126015418	126019729	1
chr8	126021213	126021585	5
chr8	126114256	126194498	3
chr8	126369461	126370060	3
chr8	128115575	128186609	1
chr8	128129122	128200129	1
chr8	128129122	128186609	17
chr8	128152522	128200129	1
chr8	128152989	128174329	9
chr8	128152989	128186609	28
chr8	128152989	128192083	1
chr8	128152989	128200129	2
chr8	128152989	128204092	1
chr8	128174167	128186609	14
chr8	128174167	128214369	1
chr8	128174167	128200129	1
chr8	128174167	128192083	1
chr8	128197072	128200129	1
chr8	128197072	128204092	2
chr8	128200030	128202227	1
chr8	128200030	128204092	6
chr8	128235783	128236929	1
chr8	128750494	128751265	1
chr8	128750538	128753060	5
chr8	128867401	128903244	1
chr8	128902835	128903244	21
chr8	131092148	131104389	1
chr8	131102013	131104389	1
chr8	131136259	131140336	1
chr8	131191510	131199531	3
chr8	131191510	131200429	1
chr8	131199482	131323370	1
chr8	131226802	131249240	1
chr8	131226802	131370389	1
chr8	131370263	131374017	16
chr8	131370263	131374034	1
chr8	131370263	131414216	1
chr8	132952746	132958880	2
chr8	132952746	132982890	1
chr8	132962216	132971910	2
chr8	132962216	132991668	1
chr8	133013016	133015532	1
chr8	133790038	133807063	1
chr8	133790042	133829790	1
chr8	133790042	133823373	1
chr8	133790042	133816985	1
chr8	133806656	133811106	1
chr8	133806656	133829790	1
chr8	135521862	135533244	1
chr8	135620972	135622898	1
chr8	140998934	141034176	4
chr8	141407719	141415797	6
chr8	141541522	141595410	3
chr8	141541953	141595410	2
chr8	141569494	141595410	6
chr8	141582911	141595410	1
chr8	141582911	141616013	1
chr8	141595218	141595410	10
chr8	141595218	141601313	1
chr8	141595218	141616013	11
chr8	141678368	141684503	2
chr8	141684397	141685598	4
chr8	141710990	141716304	7
chr8	141712669	141716304	1
chr8	141745350	141810675	1
chr8	141749117	141762415	4
chr8	141753329	141771361	1
chr8	141771264	141813749	1
chr8	141771264	141900868	1
chr8	141799573	141813749	2
chr8	141799573	141856777	4
chr8	141799573	141900868	5
chr8	141799573	141931231	1
chr8	141803453	141900868	1
chr8	141810558	141840625	1
chr8	141810558	141900868	3
chr8	141810558	141874498	1
chr8	141810558	141856777	1
chr8	141810558	141829119	1
chr8	141813642	141856777	1
chr8	141813642	141900868	1
chr8	141828376	141829119	1
chr8	141828376	141840625	1
chr8	141828376	141874498	4
chr8	141828376	141900868	10
chr8	141828376	141931231	1
chr8	141840571	141874498	1
chr8	141840571	141900868	14
chr8	141856359	141920090	1
chr8	141856359	141900868	24
chr8	141856359	141874498	9
chr8	141856698	141900868	1
chr8	141874411	141900868	147
chr8	141880618	141900868	2
chr8	141889570	141900868	26
chr8	142146608	142148236	1
chr8	142154247	142161052	3
chr8	142160933	142166069	1
chr8	142170731	142173528	1
chr8	143412262	143425833	1
chr8	143425327	143427253	1
chr8	143425655	143427253	1
chr8	145012319	145012860	1
chr8	145223198	145255444	2
chr8	145245687	145255444	6
chr8	145758510	145759586	1
chr8	146015170	146015784	1
chr8	146015740	146017525	1
chr8_gl000196_random	12892	27060	1
chr8_gl000196_random	12892	22894	4
chr9	146102	162469	1
chr9	146102	172172	2
chr9	156481	172172	1
chr9	325671	340321	1
chr9	336582	340321	1
chr9	710804	713464	1
chr9	734748	746202	1
chr9	2058291	2123937	1
chr9	2652944	2691165	1
chr9	2798805	2812362	1
chr9	2804239	2812362	1
chr9	2820018	2838517	3
chr9	3932360	3938525	1
chr9	4117768	4118881	12
chr9	4117768	4125941	1
chr9	4286038	4286523	27
chr9	4286038	4286435	3
chr9	4646487	4662036	1
chr9	4860125	4860901	1
chr9	5732388	5738538	1
chr9	5968019	5988545	2
chr9	6475391	6493932	1
chr9	6880012	6893232	1
chr9	7046862	7049200	1
chr9	14120439	14179779	1
chr9	14146688	14155892	1
chr9	14146688	14179779	5
chr9	16727795	16738483	5
chr9	17226201	17236586	2
chr9	17273809	17309250	1
chr9	17330630	17342442	2
chr9	17464495	17487064	1
chr9	17604595	17605447	4
chr9	19063006	19063578	2
chr9	19356970	19360487	1
chr9	20414183	20414224	1
chr9	20758089	20765072	1
chr9	20819795	20823114	10
chr9	20819795	20885229	1
chr9	20862577	20874806	1
chr9	20865925	20885229	1
chr9	20923659	20933102	2
chr9	22043038	22097363	2
chr9	22046750	22065756	1
chr9	22046750	22097363	2
chr9	22061952	22097363	2
chr9	33026473	33026988	1
chr9	33029883	33030665	1
chr9	33036572	33037113	1
chr9	33039032	33039214	1
chr9	33060463	33068932	2
chr9	33068822	33073804	1
chr9	33258949	33259013	2
chr9	33258957	33259021	1
