Chr	Start	End	Hela_RNaseR-plus_pairs_Chimeric.out.junction
chr4	128996603	128999117	1
chr4	128998943	129003460	1
chr4	129012156	129012667	3
chr4	129035725	129043343	1
chr4	129083349	129100667	1
chr4	129214089	129253481	1
chr4	129214089	129404642	1
chr4	129214089	129411707	1
chr4	129737522	129752965	1
chr4	129752888	129773423	3
chr4	129752888	129783380	1
chr4	129764108	129783380	1
chr4	129857810	129925031	1
chr4	129867162	129920949	1
chr4	129913322	129920949	1
chr4	129913322	129925031	25
chr4	129913322	130014303	1
chr4	129960196	130003528	1
chr4	130645665	130670875	1
chr4	139993020	139994721	2
chr4	140037803	140058873	1
chr4	140037803	140060651	2
chr4	140037803	140046483	1
chr4	140046318	140060651	2
chr4	140058784	140060651	4
chr4	140255328	140265493	1
chr4	140258002	140262223	1
chr4	140258002	140265493	1
chr4	140263980	140265493	2
chr4	140310072	140310278	1
chr4	140441468	140454338	1
chr4	140810511	140812121	1
chr4	141456887	141464740	1
chr4	141590071	141600997	1
chr4	141598048	141600997	1
chr4	141868808	141889027	1
chr4	142147921	142150851	1
chr4	144127186	144133577	1
chr4	144464662	144465125	20
chr4	145985724	146002902	2
chr4	146071665	146072057	1
chr4	147179869	147214132	1
chr4	147204344	147215247	1
chr4	147214081	147215247	1
chr4	148441003	148453856	1
chr4	148457029	148463835	1
chr4	148768302	148787967	1
chr4	148768302	148834290	1
chr4	148775827	148787967	1
chr4	148775827	148803083	4
chr4	148778704	148787967	1
chr4	148778704	148796301	1
chr4	148778704	148803083	16
chr4	148787863	148803083	1
chr4	148787905	148803083	1
chr4	148800383	148803083	4
chr4	148827789	148834290	1
chr4	148827789	148834329	2
chr4	148860976	148867855	2
chr4	148860976	148876525	21
chr4	148860976	148887990	3
chr4	148867768	148887990	3
chr4	148876467	148887990	1
chr4	148886175	148887990	2
chr4	148944414	148968202	1
chr4	151023630	151023964	9
chr4	151023630	151046673	1
chr4	151141858	151153980	1
chr4	151153489	151161048	1
chr4	151161551	151170836	1
chr4	151223777	151271311	1
chr4	151509200	151520283	1
chr4	151656410	151682999	1
chr4	151656410	151729550	1
chr4	151682935	151729550	3
chr4	151719233	151729550	3
chr4	151719233	151738409	1
chr4	151738276	151753128	2
chr4	151788823	151814301	2
chr4	151829812	151837679	1
chr4	152053483	152056284	1
chr4	152053483	152059014	1
chr4	152069074	152070713	1
chr4	152336876	152403800	1
chr4	152375853	152403800	1
chr4	152403027	152403800	1
chr4	152498602	152499228	1
chr4	153332455	153333024	1
chr4	153332455	153391140	1
chr4	154191487	154197282	2
chr4	154214134	154217188	1
chr4	154315414	154318485	7
chr4	154318371	154336050	1
chr4	154471225	154479520	1
chr4	154547299	154553990	1
chr4	159161451	159165501	1
chr4	159747068	159756628	2
chr4	160107794	160131735	4
chr4	160159961	160162520	1
chr4	160159961	160164943	3
chr4	164058351	164069586	2
chr4	166141086	166150065	3
chr4	166141086	166160051	1
chr4	166215511	166220808	4
chr4	166231705	166231902	1
chr4	166254492	166254777	1
chr4	166840986	166935712	1
chr4	166910533	166935712	2
chr4	166910533	166946583	16
chr4	166935588	166946583	2
chr4	166935588	166964571	1
chr4	166976228	166999182	4
chr4	166976228	167012493	1
chr4	166996030	166999182	1
chr4	169630179	169633074	1
chr4	169632732	169633074	1
chr4	169927906	169928907	1
chr4	170076631	170077830	3
chr4	170384394	170400685	1
chr4	170384394	170459062	1
chr4	170398275	170459062	1
chr4	170428188	170429482	3
chr4	170428188	170477246	1
chr4	170458960	170477246	2
chr4	170501993	170523829	1
chr4	170506500	170511960	1
chr4	174116746	174169591	1
chr4	174169131	174169591	3
chr4	174305802	174325101	2
chr4	178256842	178261011	1
chr4	183812556	183836728	5
chr4	183836076	183836728	5
chr4	184114752	184130178	1
chr4	184129106	184130178	2
chr4	184774033	184774996	2
chr4	184922478	184932576	1
chr4	184932740	184934517	1
chr4	185582928	185606838	1
chr4	185631226	185638350	1
chr4	186083973	186112366	1
chr4	186132593	186180218	1
chr4	186134515	186188309	2
chr4	186134515	186267804	1
chr4	186155406	186209236	1
chr4	186168448	186231970	1
chr4	186168448	186267804	1
chr4	186168448	186253913	1
chr4	186168448	186242018	1
chr4	186168448	186209236	10
chr4	186168448	186188309	52
chr4	186168448	186185764	7
chr4	186168448	186185652	1
chr4	186209166	186263270	1
chr4	186260533	186267804	2
chr4	186350506	186366166	1
chr4	187516843	187518946	1
chr4	187538159	187542929	1
chr4	187549642	187560937	1
chr4	187627717	187630999	13
chr5	223597	256570	1
chr5	225534	240591	1
chr5	233592	240591	1
chr5	251107	251583	2
chr5	425757	428121	1
chr5	430322	430974	1
chr5	619105	620376	112
chr5	619105	624694	16
chr5	619105	634062	1
chr5	619105	640621	1
chr5	619105	644540	2
chr5	619105	648031	4
chr5	619105	653306	1
chr5	619105	655699	4
chr5	620251	648031	1
chr5	620251	640621	1
chr5	624586	648031	1
chr5	624586	655699	1
chr5	633884	644540	5
chr5	633884	648031	1
chr5	633884	655699	1
chr5	635487	644540	1
chr5	647920	655699	17
chr5	677865	678179	2
chr5	681162	681393	1
chr5	871321	871474	1
chr5	876216	886819	1
chr5	893682	896909	1
chr5	893682	900664	1
chr5	894902	908189	1
chr5	894902	912111	1
chr5	894902	901546	1
chr5	894902	896909	1
chr5	896780	901546	3
chr5	900609	912111	1
chr5	901493	917266	1
chr5	907245	912111	2
chr5	907245	916088	1
chr5	907245	917266	2
chr5	911958	917892	1
chr5	1032267	1038837	1
chr5	1056720	1059864	2
chr5	1063959	1065593	3
chr5	1063959	1094363	1
chr5	1065398	1073916	1
chr5	1073748	1094363	1
chr5	1088421	1094363	4
chr5	1092121	1092652	1
chr5	1093648	1094363	2
chr5	1278756	1280453	1
chr5	1278756	1282739	5
chr5	1318040	1318413	1
chr5	1320731	1324928	1
chr5	1335172	1339120	1
chr5	1335172	1344566	1
chr5	1342000	1344465	1
chr5	1470941	1477601	2
chr5	1470941	1489973	1
chr5	1472548	1472626	1
chr5	1474072	1479790	1
chr5	1477519	1489973	2
chr5	1477519	1495029	1
chr5	1481057	1489973	1
chr5	1481057	1501718	1
chr5	1488506	1495029	3
chr5	1488506	1501718	4
chr5	1494815	1501718	3
chr5	1814453	1816168	4
chr5	5374160	5374423	1
chr5	5436531	5448010	1
chr5	5441225	5444439	1
chr5	5447954	5453325	1
chr5	5447954	5457854	1
chr5	5466447	5476192	1
chr5	6604251	6605521	9
chr5	6604251	6610035	1
chr5	6609939	6625782	1
chr5	6611068	6616970	1
chr5	6618063	6625782	1
chr5	6622129	6625782	1
chr5	6737623	6739965	1
chr5	6737623	6746540	28
chr5	6737623	6751310	3
chr5	6775672	6777622	2
chr5	7870883	7875488	1
chr5	7870883	7897360	1
chr5	7870941	7886816	1
chr5	7878398	7885967	1
chr5	9066679	9190479	1
chr5	9154600	9190583	1
chr5	9190379	9238002	1
chr5	9193337	9202352	1
chr5	9197280	9202352	1
chr5	9224786	9227079	6
chr5	9224786	9238002	2
chr5	10213603	10227759	8
chr5	10288534	10290830	1
chr5	10377910	10394897	1
chr5	10381912	10387178	1
chr5	10381912	10390612	1
chr5	10381912	10394897	1
chr5	10381912	10403653	1
chr5	10387106	10403653	1
chr5	10390444	10407314	1
chr5	10390444	10434319	1
chr5	10400896	10417516	1
chr5	10402171	10405789	1
chr5	10402171	10414614	1
chr5	10407214	10417516	1
chr5	10414545	10417516	2
chr5	10415600	10417516	10
chr5	10417382	10426634	1
chr5	10430005	10430140	1
chr5	10448372	10450225	1
chr5	10618445	10625230	1
chr5	13700749	13729669	1
chr5	13735240	13736041	1
chr5	13839465	13842013	1
chr5	14270934	14287172	2
chr5	14270934	14359640	1
chr5	14270934	14336836	1
chr5	14270934	14304701	1
chr5	14270934	14297372	1
chr5	14270934	14280545	9
chr5	14286980	14304701	1
chr5	14286980	14316852	1
chr5	14290825	14316852	3
chr5	14293121	14304701	1
chr5	14293121	14316852	1
chr5	14297181	14316852	1
chr5	14304570	14336836	3
chr5	14311404	14316852	1
chr5	14316622	14336836	6
chr5	14316627	14336841	1
chr5	14330887	14336836	4
chr5	14358287	14369632	1
chr5	14358287	14359640	1
chr5	14359466	14364925	1
chr5	14363841	14381361	1
chr5	14366969	14381361	1
chr5	14381239	14388788	1
chr5	14389398	14401173	1
chr5	14405957	14420130	3
chr5	14614640	14616053	1
chr5	14673751	14681716	13
chr5	14673751	14681733	3
chr5	14678790	14681716	1
chr5	14678790	14693203	1
chr5	14678790	14693505	1
chr5	14741936	14758707	9
chr5	14745979	14756053	1
chr5	14745979	14758707	1
chr5	14755970	14758707	1
chr5	16683989	16690028	1
chr5	16754937	16761655	2
chr5	16754937	16779757	3
chr5	16758227	16761655	5
chr5	16761573	16762746	1
chr5	16762154	16762746	3
chr5	16763590	16764505	3
chr5	16764359	16766307	1
chr5	16779654	16780717	2
chr5	16779654	16783578	14
chr5	16779654	16794942	2
chr5	16794755	16818276	1
chr5	16931640	16931865	1
chr5	31410853	31466388	1
chr5	31410853	31472339	1
chr5	31421379	31424578	7
chr5	31429582	31451747	1
chr5	31448654	31451747	12
chr5	31448654	31472339	2
chr5	31448654	31495479	1
chr5	31448690	31451747	1
chr5	31483661	31486669	2
chr5	32126283	32126434	1
chr5	32135678	32143986	65
chr5	32239107	32243705	1
chr5	32239107	32263348	1
chr5	32248108	32276848	1
chr5	32268807	32276848	5
chr5	32270923	32276848	1
chr5	32274086	32276848	1
chr5	32364054	32364381	2
chr5	32397325	32397444	1
chr5	32406879	32407126	1
chr5	32415074	32417897	2
chr5	32599067	32601175	1
chr5	32724804	32739136	46
chr5	32724804	32745993	3
chr5	33445430	33453517	1
chr5	33448647	33461400	1
chr5	33453394	33463930	1
chr5	34175550	34182972	1
chr5	34175550	34176062	1
chr5	34175927	34182972	4
chr5	34179118	34182972	4
chr5	34793378	34796132	1
chr5	34908999	34911747	1
chr5	34922322	34922873	1
chr5	34945866	34950447	1
chr5	36108636	36143508	1
chr5	36136411	36143508	1
chr5	36163747	36177394	1
chr5	36166621	36177394	1
chr5	36170446	36177394	1
chr5	36225644	36227667	1
chr5	36953720	36962376	1
chr5	36953720	36976504	26
chr5	36953720	36958333	2
chr5	36953720	36955739	2
chr5	36982267	36986403	4
chr5	37044449	37046301	1
chr5	37108395	37125511	6
chr5	37115062	37120442	5
chr5	37115062	37121886	1
chr5	37115062	37122590	2
chr5	37115062	37125511	1
chr5	37142412	37148370	2
chr5	37153842	37154095	5
chr5	37153842	37165773	4
chr5	37153842	37167227	1
chr5	37153842	37167315	1
chr5	37157772	37165773	1
chr5	37168893	37170433	1
chr5	37168893	37181107	1
chr5	37173857	37176088	1
chr5	37177723	37181107	1
chr5	37180959	37186496	1
chr5	37221426	37224842	5
chr5	37221426	37226503	1
chr5	37238959	37239971	2
chr5	37238959	37243221	1
chr5	37239815	37244709	1
chr5	37291915	37299670	1
chr5	37292981	37299670	1
chr5	37292981	37303516	1
chr5	37292981	37318187	1
chr5	37298970	37301652	1
chr5	37301539	37310845	1
chr5	37301539	37318187	1
chr5	37301539	37301652	1
chr5	37301539	37309369	1
chr5	37302881	37304945	1
chr5	37309231	37310845	1
chr5	37309231	37326069	1
chr5	37318090	37324209	1
chr5	37329292	37331897	1
chr5	37333565	37352931	1
chr5	37333565	37358253	1
chr5	37342651	37358253	1
chr5	37348607	37358253	1
chr5	37349274	37358253	1
chr5	37351292	37358253	2
chr5	37438024	37480089	1
chr5	37605166	37605340	2
chr5	37721217	37727147	3
chr5	38484905	38523663	2
chr5	38489180	38530768	1
chr5	38493708	38504223	1
chr5	38496484	38530768	2
chr5	38506007	38530768	1
chr5	38510566	38530768	6
chr5	38523521	38530768	67
chr5	38527257	38530768	5
chr5	38869134	38876475	1
chr5	38869134	38885586	1
chr5	38869134	38886292	1
chr5	38876303	38886292	1
chr5	38903984	38904605	2
chr5	38903984	38924697	1
chr5	38933399	38935382	1
chr5	38967263	38968132	1
chr5	38971979	38978752	1
chr5	38971979	39021238	1
chr5	38975639	38982138	1
chr5	38978685	39021238	1
chr5	38981969	38996984	1
chr5	38991051	38996984	3
chr5	38991051	39003724	41
chr5	38991051	39021238	23
chr5	38996921	39021238	2
chr5	39002637	39003724	3
chr5	39002637	39021238	22
chr5	39331778	39342298	1
chr5	40720617	40728578	1
chr5	40728447	40730445	5
chr5	40728447	40747121	3
chr5	40764616	40765340	1
chr5	40764616	40771965	2
chr5	40764616	40775605	1
chr5	40764616	40777688	4
chr5	40852276	40854198	1
chr5	41731736	41739593	3
chr5	41739492	41762302	1
chr5	41749629	41807540	1
chr5	41762213	41807540	1
chr5	41794105	41807540	10
chr5	41801124	41862852	1
chr5	41850132	41862852	3
chr5	41912191	41917400	1
chr5	41927115	41930019	1
chr5	41927115	41934410	2
chr5	41929927	41940773	1
chr5	43122141	43123412	3
chr5	43122141	43139411	8
chr5	43122141	43162033	3
chr5	43122141	43174596	1
chr5	43122146	43139411	1
chr5	43161351	43162033	4
chr5	43161811	43174596	1
chr5	43292576	43297268	2
chr5	43292576	43299077	3
chr5	43294158	43299077	1
chr5	43295854	43297268	4
chr5	43446429	43453824	1
chr5	43453760	43480089	1
chr5	43609245	43624222	1
chr5	43609245	43653315	1
chr5	43609245	43659452	2
chr5	43614602	43628489	1
chr5	43615950	43659452	1
chr5	43624134	43628489	2
chr5	43624134	43645612	1
chr5	43624134	43659452	1
chr5	43628302	43659452	1
chr5	43644294	43645612	1
chr5	43644294	43656175	1
chr5	43675613	43738918	1
chr5	43675613	43704502	18
chr5	43675613	43704444	1
chr5	43675613	43677908	40
chr5	43675613	43702838	1
chr5	43684350	43702843	1
chr5	43700221	43704482	1
chr5	43700221	43704502	1
chr5	44811111	44815176	1
chr5	49962919	50074484	1
chr5	49963905	50093067	1
chr5	50045985	50059076	16
chr5	50045985	50074484	2
chr5	50045985	50084423	1
chr5	50045985	50093067	1
chr5	50055477	50059076	2
chr5	50073903	50084423	1
chr5	50073903	50093067	3
chr5	50084357	50093067	1
chr5	50111266	50137879	1
chr5	50118169	50129882	1
chr5	52218607	52221317	1
chr5	52778710	52781057	1
chr5	52942063	52954454	1
chr5	52949004	52954454	1
chr5	53079797	53080974	1
chr5	54618155	54624639	1
chr5	54623544	54624639	1
chr5	54623544	54636012	1
chr5	54635838	54641024	1
chr5	54645401	54646857	1
chr5	54763697	54771278	1
chr5	54948357	54960691	1
chr5	55264104	55265683	1
chr5	56160561	56161804	6
chr5	56472144	56531859	1
chr5	56509901	56527148	1
chr5	56517203	56527148	1
chr5	56526673	56527148	1
chr5	56531793	56533635	1
chr5	56542127	56543042	2
chr5	56542127	56545403	2
chr5	58284320	58289292	6
chr5	58284320	58299789	1
chr5	58284320	58334798	3
chr5	58476421	58511794	1
chr5	58476421	58571223	1
chr5	59934577	59943360	4
chr5	59938639	59943360	3
chr5	59982789	59983054	2
chr5	60194103	60200700	1
chr5	60368952	60396554	2
chr5	60768508	60768864	6
chr5	60768508	60790237	7
chr5	61642957	61651081	1
chr5	61642957	61659726	1
chr5	61642957	61681459	1
chr5	61653964	61657159	1
chr5	61653964	61659147	1
chr5	61846194	61847163	1
chr5	61846194	61857084	8
chr5	64466444	64484047	1
chr5	64556427	64630285	1
chr5	64817302	64850773	1
chr5	64824279	64825026	3
chr5	64931128	64954328	1
chr5	64976321	64981299	2
chr5	65054394	65058935	1
chr5	65076006	65084311	1
chr5	65077088	65088482	1
chr5	65105342	65105992	1
chr5	65284463	65288735	1
chr5	65284463	65290692	30
chr5	65284463	65310553	4
chr5	65288538	65290692	2
chr5	65307877	65310553	18
chr5	65307877	65310563	1
chr5	65307877	65324171	1
chr5	65317150	65342366	1
chr5	65317150	65324171	1
chr5	65324102	65364848	1
chr5	65349234	65350779	3
chr5	65454637	65465998	1
chr5	65498653	65504820	5
chr5	68396634	68400543	1
chr5	68470704	68471364	37
chr5	68487622	68492936	3
chr5	68531221	68568868	1
chr5	68548245	68553980	1
chr5	68553870	68555763	1
chr5	68553870	68558131	1
chr5	68578717	68595954	1
chr5	68588015	68590727	1
chr5	68590620	68607031	1
chr5	68651476	68651780	1
chr5	68669657	68677884	1
chr5	69209985	69212082	5
chr5	69717107	69723517	1
chr5	69736583	69737345	2
chr5	70081265	70087133	1
chr5	70331372	70333373	3
chr5	70331372	70338111	1
chr5	70331372	70343940	1
chr5	70337349	70338111	1
chr5	70337349	70351284	1
chr5	70343833	70344676	2
chr5	70343833	70344985	1
chr5	70844509	70856064	1
chr5	70888753	70895587	1
chr5	70888753	70900295	2
chr5	70898333	70900295	1
chr5	71591358	71609985	1
chr5	72157635	72161556	5
chr5	72157635	72173173	1
chr5	72182897	72185784	1
chr5	72183905	72185784	1
chr5	72264325	72286691	1
chr5	72302272	72313135	1
chr5	72330484	72354351	1
chr5	72347176	72364606	2
chr5	72354260	72373320	4
chr5	72359678	72364519	1
chr5	72370569	72373320	30
chr5	72374007	72378652	3
chr5	72377610	72378652	1
chr5	72980666	73049027	1
chr5	73045662	73049027	10
chr5	73128163	73169071	1
chr5	73136305	73136585	7
chr5	73136305	73148517	2
chr5	73136305	73154044	5
chr5	73142261	73153544	1
chr5	73236871	73237551	1
chr5	73989464	73992931	1
chr5	74011335	74012498	1
chr5	74041503	74046492	7
chr5	74046404	74047318	1
chr5	74109665	74137504	1
chr5	74130251	74137504	1
chr5	74639678	74640157	2
chr5	74675162	74677026	1
chr5	74696030	74706928	1
chr5	74842835	74848416	1
chr5	76330227	76335544	1
chr5	76330243	76332545	1
chr5	76342172	76344097	4
chr5	76342172	76344812	2
chr5	76344761	76351421	1
chr5	76348531	76351421	1
chr5	76349790	76355568	1
chr5	76406420	76414346	1
chr5	76606824	76607878	1
chr5	76607819	76627284	1
chr5	76607819	76633140	3
chr5	76607819	76649231	1
chr5	76621364	76649231	1
chr5	76745585	76760634	2
chr5	76745585	76759051	3
chr5	76745585	76785382	2
chr5	76745585	76785397	5
chr5	76754887	76759051	1
chr5	76754887	76760634	1
chr5	76754887	76785397	2
chr5	76758920	76760634	8
chr5	76987165	76989154	1
chr5	77330185	77335098	1
chr5	77385217	77425131	2
chr5	77385217	77512061	1
chr5	77423854	77512061	1
chr5	77471450	77473260	1
chr5	77473163	77477486	1
chr5	77536686	77563419	1
chr5	77711344	77714727	1
chr5	77711344	77717784	6
chr5	77714599	77755185	1
chr5	77803885	77806221	1
chr5	77805607	77806221	5
chr5	77860636	77928191	1
chr5	78135179	78281381	2
chr5	78181407	78281381	1
chr5	78245881	78281381	1
chr5	78251118	78281381	8
chr5	78692646	78742968	1
chr5	78692646	78752841	3
chr5	78734833	78742968	1
chr5	78734833	78746944	1
chr5	78734833	78752841	10
chr5	78742876	78752841	1
chr5	78908834	78919178	1
chr5	78908834	78941015	1
chr5	78908834	78945013	2
chr5	78908834	78952824	1
chr5	78908834	78964851	1
chr5	78910295	78915906	1
chr5	78915571	78964851	1
chr5	78928244	78964851	1
chr5	78936674	78945013	2
chr5	78936674	78964851	7
chr5	78938655	78964851	1
chr5	78940946	78945013	1
chr5	78940946	78952824	1
chr5	78952781	78964851	1
chr5	78964715	78977884	1
chr5	78975402	78977884	1
chr5	79276087	79286059	1
chr5	79276087	79286486	1
chr5	79279416	79286059	1
chr5	79454659	79462301	1
chr5	79473137	79473886	1
chr5	79929696	79933828	1
chr5	79960962	79974912	1
chr5	79974746	80024784	1
chr5	79974746	80040434	2
chr5	80021272	80024784	1
chr5	80021272	80037367	1
chr5	80063752	80074655	1
chr5	80063752	80088663	6
chr5	80063848	80083491	1
chr5	80071513	80088663	2
chr5	80074539	80088663	2
chr5	80074539	80109560	1
chr5	80083384	80088663	1
chr5	80785069	80809536	1
chr5	80785069	80946158	1
chr5	80911292	80946158	1
chr5	81460218	81474406	3
chr5	82400729	82407022	1
chr5	83356119	83362425	1
chr5	86627165	86649052	1
chr5	87516380	87541609	7
chr5	87516407	87524345	3
chr5	89781352	89797805	1
chr5	90669501	90678754	1
chr5	92923892	92929455	4
chr5	92924069	92929455	2
chr5	93111865	93120205	3
chr5	93294482	93386536	1
chr5	93294482	93410474	2
chr5	93720073	93739498	1
chr5	93720073	93753085	1
chr5	93752906	93753085	1
chr5	93775687	93812910	1
chr5	93788664	93812910	1
chr5	93855953	93872832	1
chr5	93964516	93966448	3
chr5	93964516	93979140	1
chr5	93978978	93990457	2
chr5	93998003	94014660	1
chr5	94826612	94830721	1
chr5	94833120	94852290	1
chr5	94859359	94882855	1
chr5	95233944	95249638	1
chr5	95242227	95255249	1
chr5	95242227	95268417	4
chr5	95249475	95255249	2
chr5	96031547	96065429	1
chr5	96058343	96065429	2
chr5	96058343	96066564	1
chr5	96084222	96093358	1
chr5	96349352	96364316	1
chr5	96765553	96775322	1
chr5	98204199	98208259	1
chr5	102260661	102296933	1
chr5	102262289	102286524	1
chr5	102432245	102433485	1
chr5	102601609	102612098	4
chr5	102611598	102612098	1
chr5	107356626	107630605	1
chr5	107521818	107684231	2
chr5	107559822	107684231	1
chr5	107684100	107703654	9
chr5	108054442	108063437	1
chr5	108133825	108134090	2
chr5	108233360	108295048	1
chr5	108281831	108295048	3
chr5	108294926	108295048	1
chr5	108373123	108382899	1
chr5	109049221	109065214	12
chr5	109049221	109125228	1
chr5	109049221	109091157	1
chr5	109049221	109051965	6
chr5	109051861	109091157	1
chr5	109051861	109103409	1
chr5	109065043	109091157	1
chr5	109103236	109110666	2
chr5	109103236	109125228	3
chr5	109117097	109125228	2
chr5	109117097	109159538	1
chr5	109152974	109159538	1
chr5	109155370	109156043	1
chr5	110077748	110097147	1
chr5	110433468	110433615	1
chr5	110442993	110448852	1
chr5	112102023	112103087	1
chr5	112116487	112137080	1
chr5	112321532	112337371	1
chr5	112321532	112339774	2
chr5	112321532	112349233	1
chr5	112399681	112406931	1
chr5	112868576	112871495	1
chr5	112870002	112874878	2
chr5	112889464	112899189	1
chr5	112889464	112927875	2
chr5	114466289	114473313	2
chr5	115202367	115205825	5
chr5	115426776	115469875	1
chr5	118264232	118280344	2
chr5	118264232	118282023	1
chr5	118440875	118445978	1
chr5	118532066	118533651	1
chr5	118552596	118576166	1
chr5	118576114	118580271	2
chr5	118813112	118837787	1
chr5	118842513	118850741	1
chr5	118860911	118867133	1
chr5	121309891	121311082	2
chr5	121309891	121330365	1
chr5	122137564	122139308	3
chr5	122713068	122734978	1
chr5	122881111	122881535	1
chr5	122881111	122888841	1
chr5	122881111	122893258	23
chr5	122881111	122911657	1
chr5	122893189	122911657	1
chr5	125828607	125829259	1
chr5	125903951	125906551	4
chr5	125911112	125929096	1
chr5	125912771	125929096	1
chr5	125918543	125919704	1
chr5	125939262	125939875	1
chr5	126140468	126147590	1
chr5	126140468	126161799	1
chr5	126154614	126158577	1
chr5	126168408	126172059	1
chr5	126250622	126253919	1
chr5	126859152	126862470	1
chr5	126859152	126874835	1
chr5	126862310	126874835	1
chr5	127466759	127477673	1
chr5	127477522	127493856	1
chr5	127477522	127497492	1
chr5	127685647	127702123	1
chr5	127727711	127730967	1
chr5	127744367	127800614	1
chr5	127782174	127800614	2
chr5	127782174	127855061	1
chr5	127782174	127866386	3
chr5	127800417	127801816	1
chr5	127800417	127855061	3
chr5	127800417	127863660	2
chr5	127800417	127866386	1
chr5	127850370	127866386	1
chr5	127854128	127863660	1
chr5	127854966	127863660	7
chr5	127854966	127866386	9
chr5	128320826	128326157	1
chr5	128440649	128442755	4
chr5	130515788	130522802	1
chr5	130651669	130651837	1
chr5	130726686	130729184	1
chr5	130731256	130753308	1
chr5	131820054	131822065	1
chr5	132061820	132069968	1
chr5	132224771	132228810	1
chr5	132227856	132228096	1
chr5	132227856	132228810	5
chr5	132234796	132270003	1
chr5	132262813	132270003	1
chr5	132262813	132272885	1
chr5	132400672	132406188	1
chr5	132400672	132412590	5
chr5	132400672	132409818	3
chr5	132400672	132409021	1
chr5	132400672	132403249	2
chr5	132403223	132409818	1
chr5	132404005	132406188	1
chr5	132422474	132424853	1
chr5	132422474	132425387	1
chr5	132422474	132428481	1
chr5	132426885	132428481	1
chr5	132648346	132652344	7
chr5	132733851	132736678	1
chr5	132736430	132737424	1
chr5	132736430	132738041	3
chr5	132901046	132902910	1
chr5	132902877	132928071	2
chr5	132902877	132940629	4
chr5	132902877	132939684	5
chr5	132927955	132939684	3
chr5	132939549	132940629	7
chr5	133326546	133328709	2
chr5	133712360	133726054	1
chr5	133871548	133887899	2
chr5	133956623	133959727	1
chr5	134002513	134007576	4
chr5	134010305	134015418	1
chr5	134010305	134018172	1
chr5	134018063	134028347	1
chr5	134022480	134023989	2
chr5	134028292	134032936	1
chr5	134028292	134029623	1
chr5	134041017	134044578	1
chr5	134076753	134079742	10
chr5	134113264	134118755	1
chr5	134116823	134117776	1
chr5	134116823	134131840	1
chr5	134130540	134131840	1
chr5	134388144	134410218	1
chr5	134508190	134509862	1
chr5	134696187	134705832	1
chr5	134696187	134724816	1
chr5	134705096	134705832	1
chr5	134724612	134724816	1
chr5	135483521	135489852	2
chr5	135483521	135499080	1
chr5	135489281	135499080	1
chr5	135489281	135508344	1
chr5	135489747	135499080	1
chr5	136969726	136975666	1
chr5	137278564	137278905	2
chr5	137278564	137284873	1
chr5	137281591	137290065	1
chr5	137288317	137290065	2
chr5	137295305	137298158	1
chr5	137320946	137324004	87
chr5	137320946	137354203	2
chr5	137320946	137356886	1
chr5	137342679	137354835	2
chr5	137342679	137356886	2
chr5	137346697	137354835	1
chr5	137353991	137356886	1
chr5	137524763	137537137	1
chr5	137654908	137664218	1
chr5	137654908	137665336	2
chr5	137708363	137717279	2
chr5	137708363	137735701	1
chr5	137708451	137717279	1
chr5	137710782	137717279	1
chr5	137721711	137735701	1
chr5	137844358	137846889	1
chr5	137854381	137854556	1
chr5	137891830	137892140	1
chr5	137897269	137903411	1
chr5	137897269	137909815	1
chr5	137902690	137909815	1
chr5	137903144	137909815	1
chr5	137904614	137906830	5
chr5	138145727	138147991	4
chr5	138145727	138163407	1
chr5	138221901	138223331	2
chr5	138240038	138243296	1
chr5	138240038	138261096	2
chr5	138456724	138463542	5
chr5	138642928	138644016	1
chr5	138650364	138651877	3
chr5	138652742	138655190	1
chr5	138737444	138737734	1
chr5	138979957	138994551	6
chr5	138979957	139003046	4
chr5	138994282	139003046	2
chr5	139060788	139062738	1
chr5	139546950	139547387	2
chr5	139574031	139574237	3
chr5	140960311	140963182	1
chr5	140961879	140963182	2
chr5	140961879	140966764	1
chr5	141036071	141038220	1
chr5	141312824	141314151	1
chr5	141511373	141511907	1
chr5	141511373	141515382	2
chr5	141511373	141520194	1
chr5	141511373	141524241	1
chr5	142264863	142311690	1
chr5	142416761	142437312	1
chr5	142434004	142437312	1
chr5	142675025	142680328	1
chr5	142678233	142693733	1
chr5	142779221	142780417	30
chr5	145543873	145557228	1
chr5	145551473	145557228	1
chr5	145598548	145603090	1
chr5	145608509	145616995	1
chr5	145634506	145638156	6
chr5	145634506	145647331	1
chr5	145651046	145651237	1
chr5	145834619	145851139	1
chr5	146070691	146080705	1
chr5	146077542	146080705	1
chr5	147470728	147478878	1
chr5	147470728	147480144	1
chr5	147491331	147494052	1
chr5	147774277	147782076	1
chr5	147774277	147803680	1
chr5	147774277	147796767	2
chr5	147928231	147929825	1
chr5	148889442	148892772	2
chr5	148899853	148904734	1
chr5	148904608	148909282	1
chr5	148977322	148980794	1
chr5	149427187	149428248	1
chr5	149900430	149901329	1
chr5	149912507	149915447	1
chr5	149918790	149919826	1
chr5	150121676	150138555	1
chr5	150507742	150519008	1
chr5	150515817	150519008	1
chr5	151166133	151175136	2
chr5	151166133	151178874	1
chr5	151166133	151176989	1
chr5	151166164	151178874	1
chr5	151166164	151180430	2
chr5	151166164	151184007	2
chr5	151169884	151170623	3
chr5	151169884	151178874	1
chr5	151173764	151180430	1
chr5	153377363	153390880	1
