Chr	Start	End	pos_pairs_Chimeric.out.junction
chr6	13579683	13584457	4
chr6	13579683	13601181	3
chr6	13639795	13644961	6
chr6	13639795	13657508	2
chr6	16326625	16328701	5
chr6	16486203	16586138	7
chr6	16586011	16658132	2
chr6	16586011	16753578	6
chr6	16658007	16753578	3
chr6	16658007	16754322	4
chr6	17507400	17514185	4
chr6	17624792	17665616	6
chr6	17624792	17649531	5
chr6	17637384	17648136	5
chr6	17646298	17649531	3
chr6	17648038	17649531	9
chr6	17648038	17665616	5
chr6	17661884	17665616	7
chr6	17661884	17676001	5
chr6	17665470	17669259	7
chr6	17669524	17675264	2
chr6	17764386	17772290	11
chr6	17794480	17797051	5
chr6	18212719	18214012	5
chr6	24405396	24418806	5
chr6	24475349	24480187	4
chr6	24502751	24505213	4
chr6	25605040	25606501	2
chr6	26426470	26429013	6
chr6	28215845	28217612	4
chr6	28251553	28264722	8
chr6	30627809	30628019	3
chr6	33630305	33654881	10
chr6	33631277	33659705	7
chr6	33633612	33654881	2
chr6	33639806	33647910	5
chr6	33639806	33658886	2
chr6	33654186	33654881	7
chr6	34574332	34574681	3
chr6	34789430	34789732	4
chr6	34789430	34791125	6
chr6	34789430	34804125	5
chr6	34801994	34823480	11
chr6	34823394	34824186	2
chr6	34835002	34835393	5
chr6	35021876	35052035	9
chr6	35248833	35254176	2
chr6	35248833	35255622	5
chr6	35261528	35262346	3
chr6	35423524	35426217	8
chr6	35554811	35565181	5
chr6	35604791	35610620	6
chr6	35825038	35838736	8
chr6	35825038	35840505	4
chr6	35837259	35840505	6
chr6	35855801	35858790	4
chr6	36020476	36027124	4
chr6	36020476	36044385	2
chr6	36177993	36190042	7
chr6	36869997	36870210	6
chr6	36935917	36937890	9
chr6	36935917	36949448	9
chr6	37280694	37284982	5
chr6	38050168	38084515	3
chr6	38560352	38565897	10
chr6	41533483	41545819	3
chr6	41545724	41564980	4
chr6	41558959	41564980	1
chr6	41904973	41908323	11
chr6	42023269	42023752	7
chr6	42023269	42036345	8
chr6	42025127	42025251	3
chr6	42034050	42036345	6
chr6	42235892	42237586	9
chr6	42541472	42559967	8
chr6	42541472	42574389	4
chr6	42559889	42619809	8
chr6	42561929	42610219	10
chr6	42571326	42573597	4
chr6	42579909	42631157	5
chr6	42600290	42604932	10
chr6	42612211	42620383	6
chr6	42618022	42620383	7
chr6	42625762	42626562	10
chr6	42789756	42797910	3
chr6	42790534	42797910	7
chr6	42796231	42797910	7
chr6	42819830	42821476	4
chr6	42902213	42903408	5
chr6	42941741	42942776	3
chr6	42975673	42975998	6
chr6	42975673	42977187	4
chr6	43141585	43144405	10
chr6	43153693	43172853	6
chr6	43180887	43181305	4
chr6	43194065	43194133	4
chr6	43273957	43274255	5
chr6	43417160	43417272	4
chr6	43445825	43471444	6
chr6	43514308	43516197	5
chr6	43515998	43517671	7
chr6	43527915	43528040	6
chr6	43590370	43590541	6
chr6	43591670	43591805	3
chr6	44102298	44106254	5
chr6	44114584	44115237	5
chr6	44117596	44121925	6
chr6	44118301	44118366	4
chr6	44217758	44219621	3
chr6	44371546	44376369	9
chr6	47251674	47252168	8
chr6	47976370	47976850	7
chr6	52131409	52141996	6
chr6	52137099	52138714	7
chr6	52137099	52141996	6
chr6	52138028	52141996	6
chr6	52935855	52947416	3
chr6	52938279	52945896	5
chr6	53138018	53141054	2
chr6	55659077	55659225	5
chr6	57372288	57398317	5
chr6	57372288	57499035	3
chr6	58252704	58256569	2
chr6	58252704	58252788	2
chr6	58256382	58256569	5
chr6	71185113	71212494	4
chr6	74175932	74176329	4
chr6	74189455	74189849	3
chr6	74189455	74190528	7
chr6	74190398	74191967	3
chr6	74227753	74228333	2
chr6	74228421	74229779	1
chr6	74228421	74228571	2
chr6	74228655	74228951	1
chr6	74432974	74446231	1
chr6	74440067	74502525	8
chr6	74440067	74528258	11
chr6	75833664	75834989	6
chr6	75968496	75975054	4
chr6	76331248	76344527	7
chr6	76368978	76380436	9
chr6	79695069	79770535	7
chr6	79700585	79770535	12
chr6	79707131	79711841	5
chr6	79707131	79713575	5
chr6	79727200	79770535	4
chr6	79735660	79770535	8
chr6	79752560	79770535	5
chr6	79770195	79770535	4
chr6	80878592	81053529	7
chr6	80912819	81053529	9
chr6	82920531	82921289	3
chr6	82935194	82941559	10
chr6	83667031	83754378	6
chr6	83732172	83733757	4
chr6	83835219	83862086	9
chr6	83933479	83963457	3
chr6	84108086	84108235	4
chr6	86227474	86251761	7
chr6	86387142	86387593	4
chr6	87925621	87928449	5
chr6	87926017	87953329	11
chr6	87928314	87928449	3
chr6	88366621	88367736	5
chr6	90362711	90371297	6
chr6	90399589	90424470	4
chr6	90402162	90409446	5
chr6	90402162	90438858	4
chr6	90402162	90457189	3
chr6	90461150	90500120	4
chr6	90513047	90513273	3
chr6	90556281	90565263	5
chr6	97629780	97634566	3
chr6	97629780	97715878	9
chr6	99323291	99353546	11
chr6	99347144	99353546	3
chr6	99353302	99375698	7
chr6	99887645	99913012	6
chr6	99912480	99916494	5
chr6	100009243	100010824	5
chr6	101037824	101086697	9
chr6	101073068	101214581	6
chr6	101086477	101086697	4
chr6	101090457	101215221	9
chr6	101127494	101253756	8
chr6	101246589	101253756	6
chr6	105405974	105406161	5
chr6	105563561	105581463	5
chr6	107824861	107827631	6
chr6	108222574	108224202	6
chr6	108224048	108224202	4
chr6	108984658	108986092	5
chr6	110086216	110113867	8
chr6	110734494	110734669	4
chr6	111208708	111210186	1
chr6	111208708	111211559	5
chr6	111540017	111540245	5
chr6	111708968	111709116	6
chr6	111708968	111714175	5
chr6	111708968	111737675	6
chr6	121427169	121625979	5
chr6	122733782	122744102	2
chr6	125366357	125398004	3
chr6	126242089	126243980	5
chr6	126314903	126334247	6
chr6	128643184	128643455	3
chr6	131276245	131277639	2
chr6	131912453	131924344	8
chr6	131919427	131924344	5
chr6	132198132	132207864	4
chr6	134493800	134495218	9
chr6	135748305	135763852	10
chr6	135769428	135788772	4
chr6	136693639	136704919	6
chr6	136977445	137019820	8
chr6	137015278	137019820	6
chr6	137015278	137026271	5
chr6	137019627	137019820	5
chr6	137187765	137191141	5
chr6	138583838	138601301	6
chr6	138751530	138754817	7
chr6	139264650	139265759	5
chr6	142630681	142758672	5
chr6	142688706	142703156	6
chr6	142703088	142741241	7
chr6	144759881	144811335	6
chr6	144808684	144832259	8
chr6	144808684	144852338	8
chr6	144808684	144898424	7
chr6	144898235	144898424	6
chr6	145079065	145142154	12
chr6	145148747	145157677	9
chr6	146209156	146240627	4
chr6	146240484	146254314	5
chr6	147527107	147599340	5
chr6	147527107	147660374	6
chr6	147527107	147560406	4
chr6	147581751	147588303	3
chr6	147581751	147599340	6
chr6	147599217	147637543	4
chr6	147637365	147637543	7
chr6	149997396	150001593	3
chr6	150059779	150063706	5
chr6	150063526	150064851	3
chr6	150092298	150094305	4
chr6	151226786	151239804	3
chr6	151336016	151336829	6
chr6	154743640	154754641	10
chr6	154751606	154771392	5
chr6	154762426	154763424	6
chr6	154762426	154771392	9
chr6	155095123	155114110	9
chr6	155095123	155116273	7
chr6	155099135	155116273	7
chr6	155108995	155116273	7
chr6	155108995	155114110	6
chr6	157150361	157150555	5
chr6	157150361	157256710	7
chr6	157357969	157406039	4
chr6	157454162	157454341	5
chr6	157454162	157488319	6
chr6	157469758	157488319	4
chr6	157469763	157488324	2
chr6	157488174	157510914	7
chr6	158327160	158331057	4
chr6	158502141	158502542	3
chr6	158850768	158850929	1
chr6	158870028	158873300	7
chr6	158870028	158882761	9
chr6	158870028	158901007	7
chr6	158910620	158915878	2
chr6	158994452	159010814	6
chr6	158994452	159026379	6
chr6	159001972	159029782	4
chr6	159001972	159026379	9
chr6	159001972	159010814	3
chr6	159004986	159005076	4
chr6	159004986	159006457	3
chr6	159004986	159010814	7
chr6	159006336	159010814	3
chr6	159010704	159010814	2
chr6	159026299	159028375	6
chr6	159026299	159029782	4
chr6	160205698	160206528	2
chr6	160445604	160495007	11
chr6	160828073	160868850	6
chr6	161455291	161471011	1
chr6	167708005	167709749	8
chr6	168265231	168299147	5
chr6	168276015	168307969	7
chr6	169982932	170064382	4
chr6	169982932	170052104	5
chr6	169982932	170043882	2
chr6	169982932	170038756	6
chr6	169982932	170034621	6
chr6	169982932	170013752	2
chr6	170002315	170013752	5
chr6	170002315	170052104	8
chr6	170033043	170038756	4
chr6	170033043	170052104	6
chr6	170033043	170058454	6
chr6	170162525	170169809	4
chr6	170626458	170632347	7
chr6	170626458	170639638	10
chr6	170632167	170639638	7
chr6	170639537	170639638	5
chr6	170697375	170704667	6
chr6_cox_hap2	3258367	3258471	3
chr6_dbb_hap3	3367722	3367853	5
chr6_mcf_hap5	2009695	2009905	2
chr6_mcf_hap5	2261416	2262889	1
chr6_mcf_hap5	3128493	3128597	1
chr6_mcf_hap5	3468376	3468507	4
chr7	618893	624205	3
chr7	716866	720363	6
chr7	716866	751164	10
chr7	750966	751164	4
chr7	769362	814799	3
chr7	780984	814799	3
chr7	794226	794458	3
chr7	794226	803611	2
chr7	794226	810255	7
chr7	794226	814799	7
chr7	810108	814799	4
chr7	813685	814799	6
chr7	872142	881767	8
chr7	892246	909153	10
chr7	899765	909153	8
chr7	912107	912199	4
chr7	1024802	1024959	5
chr7	1026743	1027167	8
chr7	1510482	1512022	8
chr7	1510769	1532742	6
chr7	1518362	1519320	9
chr7	1520471	1535189	7
chr7	1526261	1529318	6
chr7	1527396	1532742	5
chr7	1937836	1938026	4
chr7	1937836	2054277	4
chr7	2252847	2259091	5
chr7	2296509	2317940	6
chr7	2404007	2409317	12
chr7	2566470	2566555	5
chr7	4088980	4091462	8
chr7	4780469	4780654	6
chr7	4820806	4821385	4
chr7	5256194	5256818	4
chr7	5327437	5327616	3
chr7	5327437	5334565	6
chr7	5327440	5327616	7
chr7	5327440	5331452	3
chr7	5331324	5331452	1
chr7	5545043	5545261	7
chr7	5680785	5692141	3
chr7	5680785	5681007	6
chr7	5751392	5756397	9
chr7	5941288	5951553	6
chr7	6017219	6018327	1
chr7	6022455	6035264	6
chr7	6057445	6057676	5
chr7	6094177	6094335	4
chr7	6150756	6155154	9
chr7	6150756	6185879	4
chr7	6178723	6185879	8
chr7	6426843	6431672	4
chr7	6452442	6456552	7
chr7	6456258	6456552	1
chr7	6456472	6472590	4
chr7	6464383	6465745	4
chr7	6465619	6470238	4
chr7	6465619	6476164	7
chr7	6472468	6476164	3
chr7	6639460	6641771	4
chr7	6785719	6786836	1
chr7	6844569	6845668	2
chr7	6844569	6851694	1
chr7	6852607	6862991	3
chr7	8062113	8099878	10
chr7	11101418	11101712	3
chr7	11101418	11151094	7
chr7	11150977	11151094	4
chr7	12379948	12410490	3
chr7	16664608	16676080	3
chr7	16720926	16729531	8
chr7	16722405	16729531	7
chr7	16725530	16729531	3
chr7	17861132	17915413	6
chr7	17869633	17937069	7
chr7	17890449	17915413	7
chr7	17890449	17937069	5
chr7	17908030	17915413	5
chr7	17908030	17937069	12
chr7	17913151	17937069	8
chr7	17929986	17937069	3
chr7	20420289	20420454	5
chr7	20441344	20445794	4
chr7	22999875	23023664	8
chr7	23015829	23023664	5
chr7	23015829	23030758	10
chr7	23180388	23180563	1
chr7	23357258	23381808	4
chr7	23381683	23401360	7
chr7	23387219	23401360	5
chr7	23547039	23552701	4
chr7	24663285	24708279	4
chr7	27668990	27672064	5
chr7	29132239	29135833	2
chr7	29160509	29160687	7
chr7	30100500	30102358	2
chr7	30661009	30668285	7
chr7	30661009	30671157	5
chr7	30661009	30665935	7
chr7	34985279	35013217	2
chr7	34985279	35058208	1
chr7	35009045	35013217	2
chr7	35707044	35709938	2
chr7	35707044	35712888	6
chr7	35709825	35712888	5
chr7	36447343	36460353	6
chr7	36447343	36483471	5
chr7	38254629	38254706	1
chr7	40027198	40027857	6
chr7	40027198	40039099	8
chr7	40117604	40118450	4
chr7	43679048	43680248	8
chr7	43679048	43687233	6
chr7	43827503	43827624	4
chr7	44089824	44092540	2
chr7	44157218	44157663	2
chr7	44431896	44444182	4
chr7	44465499	44467302	6
chr7	44560364	44561841	8
chr7	44605403	44611335	7
chr7	44608502	44612036	5
chr7	44621048	44621422	2
chr7	44663916	44721447	7
chr7	44684926	44687358	7
chr7	44684926	44706450	6
chr7	44706335	44721447	7
chr7	44714010	44714867	3
chr7	44714010	44715748	9
chr7	44733424	44734175	4
chr7	44739740	44741214	6
chr7	44880498	44882953	4
chr7	45103517	45104245	4
chr7	45141946	45143855	3
chr7	47331553	47344601	4
chr7	47451325	47467974	5
chr7	47451325	47481653	6
chr7	47474880	47481653	8
chr7	48128809	48141579	2
chr7	50737419	50771605	6
chr7	50737419	50742355	7
chr7	50742133	50773020	9
chr7	50771518	50773020	8
chr7	51111080	51153001	10
chr7	51152863	51261286	6
chr7	51258547	51261286	3
chr7	53256247	53256499	2
chr7	55221704	55241736	12
chr7	55231426	55233130	4
chr7	56045819	56052571	9
chr7	56049166	56062681	3
chr7	56049903	56052571	2
chr7	56049903	56062681	4
chr7	56120115	56122196	3
chr7	56140690	56146201	8
chr7	56142279	56146201	5
chr7	65429310	65432894	9
chr7	65429310	65441189	5
chr7	65432718	65435353	4
chr7	65439282	65444528	3
chr7	65439282	65445396	6
chr7	65444386	65444528	2
chr7	65751498	65751696	3
chr7	66406835	66410248	9
chr7	66582470	66582605	2
chr7	66648113	66660324	3
chr7	72081657	72093982	6
chr7	72398923	72400649	2
chr7	72879769	72907251	4
chr7	72952264	72954382	2
chr7	72954212	72957974	2
chr7	73020018	73030507	3
chr7	73030401	73030507	6
chr7	73100966	73101230	6
chr7	73100966	73101425	5
chr7	73105246	73106976	4
chr7	73122919	73123452	7
chr7	73510952	73511519	3
chr7	73649862	73651772	3
chr7	73654268	73663448	9
chr7	73770740	73771807	7
chr7	73770740	73815897	4
chr7	73922405	73927301	1
chr7	73922405	73973985	1
chr7	73922405	73935627	4
chr7	73944064	73973985	6
chr7	74004180	74005346	4
chr7	74431766	74434317	1
chr7	74433140	74434317	1
chr7	74471636	74471723	3
chr7	74528191	74536811	1
chr7	74812091	74814642	4
chr7	75066793	75068502	5
chr7	75070710	75070925	2
chr7	75145043	75155292	3
chr7	75173993	75203206	5
chr7	75177053	75203206	4
chr7	75189036	75203206	3
chr7	75192239	75203206	8
chr7	75197503	75203206	7
chr7	75210553	75211467	3
chr7	75601731	75609806	8
chr7	75614897	75615559	11
chr7	75616678	75616746	4
chr7	75630208	75633173	6
chr7	75643060	75643205	5
chr7	75686728	75687396	6
chr7	75686728	75692910	4
chr7	76058832	76062347	4
chr7	76062244	76062964	7
chr7	76062787	76063472	5
chr7	76063355	76063472	6
chr7	76063355	76069658	2
chr7	76063355	76069928	5
chr7	76069567	76069928	1
chr7	77214860	77227218	4
chr7	77214860	77230123	5
chr7	80418622	80440017	3
chr7	81613951	81624255	2
chr7	86554844	86574362	4
chr7	87051437	87082451	8
chr7	87068983	87069718	3
chr7	87145825	87145981	6
chr7	87837822	87838767	6
chr7	90355881	90356126	4
chr7	90546916	90585132	3
chr7	90585012	90613556	7
chr7	91974292	92021606	8
chr7	91991499	92027173	4
chr7	92247386	92300849	4
chr7	97770709	97800986	11
chr7	97780694	97800986	7
chr7	97820926	97823884	9
chr7	97857326	97874005	6
chr7	97860273	97862284	7
chr7	97911663	97911765	2
chr7	98487958	98495489	10
chr7	98497045	98515302	9
chr7	98497302	98503878	5
chr7	98513346	98515302	6
chr7	98513346	98545963	7
chr7	98522735	98524989	8
chr7	98530864	98546308	3
chr7	98533202	98551056	7
chr7	98533202	98569568	5
chr7	98550790	98560050	6
chr7	98558884	98576527	3
chr7	98559925	98563518	7
chr7	98559925	98564785	3
chr7	98563319	98569568	7
chr7	99074026	99077410	4
chr7	99217184	99219197	7
chr7	99621042	99621930	6
chr7	99672758	99673253	1
chr7	99674926	99677279	5
chr7	99694924	99695007	2
chr7	99695237	99696338	9
chr7	99700298	99700583	3
chr7	99701032	99701315	4
chr7	99701032	99704137	4
chr7	99708762	99708944	7
chr7	99773830	99773988	4
chr7	99795401	99795789	3
chr7	99795401	99796580	2
chr7	100071897	100072063	6
chr7	100150970	100160305	6
chr7	100150970	100153358	9
chr7	100225847	100226995	5
chr7	100226876	100228675	5
chr7	100277130	100283104	6
chr7	100361429	100361819	5
chr7	100410369	100410830	8
chr7	100410369	100411643	1
chr7	100411274	100417918	8
chr7	100417179	100417918	6
chr7	100483868	100484821	7
chr7	100771674	100771945	8
chr7	100771674	100775350	7
chr7	100773702	100773935	4
chr7	100773702	100779082	11
chr7	100778775	100780365	7
chr7	100843515	100843796	7
chr7	100843689	100843796	3
chr7	101870647	101870949	3
chr7	102398301	102401858	3
chr7	102398301	102427916	1
chr7	102944858	102944937	4
chr7	102949399	102950922	5
chr7	103301823	103301974	5
chr7	103301823	103368654	6
chr7	103338300	103341453	5
chr7	103338300	103557632	5
chr7	103363587	103417074	4
chr7	103473984	103557632	2
chr7	103828699	103844682	8
chr7	104678573	104681470	4
chr7	104702611	104707254	5
chr7	104703798	104707254	10
chr7	104707174	104707254	5
chr7	104782455	104783777	6
chr7	105099615	105105861	6
chr7	105733395	105739728	5
chr7	105738136	105739728	9
chr7	105738136	105752657	5
chr7	107002478	107013205	4
chr7	107595912	107596075	8
chr7	107635332	107638937	4
chr7	108119628	108138021	4
chr7	111127294	111161505	3
chr7	111127294	111201979	6
chr7	111629070	111644186	7
chr7	111926928	111927129	4
chr7	116339125	116340338	9
chr7	116339125	116397828	3
chr7	117400489	117432835	4
chr7	117825708	117828459	6
chr7	120764385	120782195	6
chr7	124482861	124511095	5
chr7	127326667	127339007	5
chr7	127326667	127342580	5
chr7	127342489	127342580	3
chr7	127344893	127361454	7
chr7	127447538	127484477	5
chr7	127484377	127484477	3
chr7	127961319	127963644	1
chr7	128214774	128220148	1
chr7	128317618	128323309	3
chr7	128612480	128615989	9
chr7	128614922	128632144	2
chr7	128619037	128620085	1
chr7	128622302	128633968	5
chr7	128633861	128658211	11
chr7	128637443	128641288	9
chr7	128655033	128657110	3
chr7	128655033	128658211	7
chr7	128845044	128848692	10
chr7	129297183	129330386	4
chr7	129297183	129367205	3
chr7	129367081	129367205	3
chr7	129679304	129679387	5
chr7	129756285	129764375	4
chr7	129756285	129769416	3
chr7	129760589	129762042	8
chr7	131060183	131084192	2
chr7	131060183	131096142	3
chr7	131060183	131130662	5
chr7	131082026	131082135	3
chr7	131082026	131128461	8
chr7	131113792	131128461	10
chr7	131155601	131163436	8
chr7	131190627	131191485	6
chr7	131193710	131196192	4
chr7	133002038	133059756	5
chr7	135262544	135302430	9
chr7	135262544	135303351	4
chr7	135262544	135315218	8
chr7	135262544	135328106	3
chr7	135282746	135315218	4
chr7	135285618	135299021	1
chr7	135289088	135315218	9
chr7	135302350	135315218	7
chr7	135312721	135330344	6
chr7	137569741	137570248	3
chr7	137569741	137597824	5
chr7	137570149	137600758	7
chr7	138189035	138200104	5
chr7	138189035	138223548	7
chr7	138199957	138223548	6
chr7	138203934	138235925	9
chr7	138235808	138264277	6
chr7	138261118	138264277	5
chr7	138579088	138597206	5
chr7	138579088	138604184	5
chr7	138768526	138774505	3
chr7	138958677	138969320	6
chr7	138960843	138969320	6
chr7	139259874	139416814	9
chr7	139285163	139416814	5
chr7	139315911	139416814	3
chr7	139415731	139416814	3
chr7	139741444	139746807	4
chr7	139741444	139756953	3
chr7	139798679	139820329	8
chr7	140055468	140058585	1
chr7	140064208	140069482	3
chr7	140080082	140080190	3
chr7	140402666	140402810	6
chr7	140402666	140404763	2
chr7	140476712	140508795	9
chr7	140494108	140501360	7
chr7	141310995	141341708	6
chr7	142988633	142989791	5
chr7	142989393	142989791	1
chr7	144288516	144320354	3
chr7	148523561	148544397	5
chr7	148529726	148544397	8
chr7	148708938	148716289	3
chr7	148851037	148851432	3
chr7	148851037	148864022	4
chr7	148963426	148964313	7
chr7	150764961	150768384	7
chr7	150774188	150774323	1
chr7	150813880	150825771	5
chr7	150814182	150815719	8
chr7	150815297	150831655	5
chr7	150817074	150817232	6
chr7	151847985	151891653	4
chr7	151852995	152012423	9
chr7	151891094	151904513	4
chr7	151891314	151891653	2
chr7	151917608	151935911	5
chr7	151917608	151949175	9
chr7	151946961	151949800	5
chr7	151960101	152012423	2
chr7	152007051	152007160	5
chr7	152007051	152027824	8
chr7	152480272	152498816	2
chr7	152480272	152522207	1
chr7	152497616	152522207	3
chr7	152511635	152522207	7
chr7	154754031	154775042	6
chr7	154774929	154790494	4
chr7	155457869	155465609	4
chr7	155457869	155473602	4
chr7	155465561	155473602	5
chr7	155499554	155511137	7
chr7	155503897	155532720	10
chr7	155503897	155574179	3
chr7	155556506	155559349	5
chr7	156516806	156619438	3
chr7	156549087	156619438	3
chr7	156589083	156619438	6
chr7	156619299	156619438	1
chr7	156619299	156629579	4
chr7	156962998	156974365	7
chr7	157000092	157013470	9
chr7	158436981	158439255	2
chr7	158531714	158557544	4
chr7	158536220	158557544	6
chr7	158540885	158555856	5
chr7	158552177	158557544	6
chr7	158552177	158560465	4
chr7	158552177	158591763	6
chr7	158580695	158580784	4
chr7	158580695	158591763	4
chr7	158672375	158711560	8
chr7	158704241	158711560	4
chr7	158835726	158835867	5
chr7	158851172	158902610	6
chr8	1791519	1833873	5
chr8	6605191	6605349	4
chr8	9564321	9584230	3
chr8	9567652	9584230	6
chr8	9577884	9584230	4
chr8	11162350	11162523	6
chr8	11666303	11667359	6
chr8	11703170	11703298	1
chr8	12955908	12960362	2
chr8	15508206	15531345	7
chr8	17092225	17094882	7
chr8	17125767	17143936	5
chr8	17396286	17421220	9
chr8	17400827	17401224	4
chr8	17400827	17402115	7
chr8	17400827	17419619	10
chr8	17412455	17419619	2
chr8	17415804	17419619	4
chr8	17570723	17573410	7
chr8	17611226	17613470	2
chr8	17793098	17804872	5
chr8	17808124	17810695	6
chr8	18656805	18662408	10
chr8	19276167	19278029	4
chr8	21826994	21837714	6
chr8	21826994	21856816	7
chr8	21835281	21842350	7
chr8	21835281	21839388	6
chr8	21853003	21853110	5
chr8	21856266	21857185	8
chr8	21937923	21938704	5
chr8	21958105	21958483	6
chr8	21959219	21959362	7
chr8	21976677	21981326	5
chr8	21980006	21981326	8
chr8	22105370	22107740	6
chr8	22136854	22147859	8
chr8	22332467	22333137	11
chr8	22411965	22419444	6
chr8	22463249	22465578	7
chr8	22464709	22465578	3
chr8	23292905	23305398	3
chr8	23423621	23423849	6
chr8	25126361	25203127	6
chr8	25156460	25159970	8
chr8	25156460	25199325	7
chr8	25230075	25249496	9
chr8	25265499	25266456	5
chr8	26439485	26441499	5
chr8	27382879	27394372	7
chr8	27461808	27462852	4
chr8	27514299	27517056	6
chr8	28013459	28019595	10
chr8	28570974	28600731	2
chr8	28588740	28595180	3
chr8	28669844	28671129	2
chr8	29927158	29931571	7
chr8	29959414	29962002	4
chr8	30332295	30336893	3
chr8	30361803	30402141	7
chr8	30557598	30560757	8
chr8	30557598	30567419	6
chr8	30560610	30560757	7
chr8	30998946	31015046	8
chr8	33408562	33416289	4
chr8	37623044	37623264	6
chr8	37623044	37632999	5
chr8	37967897	37968351	5
chr8	37971710	37976881	3
chr8	37971710	37978667	7
chr8	37985809	37986469	8
chr8	38271436	38272147	6
chr8	38271436	38272419	8
chr8	38271436	38273578	6
chr8	38314874	38315052	4
chr8	38793512	38814904	5
chr8	38803642	38810222	10
chr8	38803642	38814904	8
chr8	38808368	38814904	10
chr8	38912000	38913291	5
chr8	39079129	39103685	8
chr8	42183488	42186732	4
chr8	42214838	42218883	4
chr8	42259306	42260979	4
chr8	42286276	42323435	5
chr8	42287582	42323435	5
chr8	42317414	42323435	7
chr8	42716888	42725255	5
chr8	42720559	42720632	3
chr8	42720559	42729149	4
chr8	42725147	42729149	7
chr8	43037288	43046738	2
chr8	48192450	48206619	5
chr8	48308936	48320523	6
chr8	48508373	48511758	7
chr8	48626051	48626203	5
chr8	48685669	48711951	6
chr8	48730011	48777324	5
chr8	48740729	48771547	8
chr8	48748899	48749980	8
chr8	48772172	48798708	5
chr8	48805824	48868512	1
chr8	48809721	48842572	1
chr8	48809721	48848460	5
chr8	48812933	48817536	6
chr8	48826461	48848460	6
chr8	48839754	48840450	5
chr8	48839754	48842572	2
chr8	48843232	48869991	4
chr8	48846525	48866279	9
chr8	48846525	48869991	5
chr8	48848913	48866279	7
chr8	48848913	48856589	10
chr8	48848913	48856443	2
chr8	48866180	48869991	4
chr8	48879925	48883436	6
chr8	48882358	48884028	5
chr8	52773405	52773806	8
chr8	53537277	53586834	10
chr8	53580581	53599527	7
chr8	53596447	53598080	3
chr8	54656137	54669216	2
chr8	54656137	54684727	5
chr8	54912505	54923052	5
chr8	54963572	54975935	6
chr8	54967620	54975935	8
chr8	56879274	56882352	3
chr8	61653818	61655656	9
chr8	61653818	61707686	11
chr8	61653818	61713084	3
chr8	61653818	61714152	8
chr8	61712947	61714152	4
chr8	67513933	67514758	8
chr8	68015272	68031056	9
chr8	71036119	71075089	6
chr8	71039048	71057083	8
chr8	71050438	71075089	4
chr8	87386259	87437547	8
chr8	87392955	87414432	7
chr8	87414248	87473549	1
chr8	87447681	87447756	3
chr8	87560529	87563328	5
chr8	90777569	90801710	4
chr8	90921795	90933399	4
chr8	91029352	91063967	6
chr8	94798451	94803547	5
chr8	95518728	95524317	8
chr8	95549331	95550574	2
chr8	95549331	95556170	4
chr8	95556055	95556170	1
chr8	95768264	95777542	5
chr8	95839491	95840021	3
chr8	95850691	95871860	5
chr8	98817581	98837381	6
chr8	98827556	98827629	1
chr8	98827556	98831466	5
chr8	98828286	98828408	3
chr8	98831368	98837381	4
chr8	99538970	99608397	4
chr8	99718695	99719539	8
chr8	100108540	100115348	5
chr8	100146860	100168971	9
chr8	100168777	100182391	6
chr8	100286426	100287482	5
chr8	100443765	100523740	4
chr8	100454629	100494030	6
chr8	100479642	100479862	2
chr8	101273770	101273983	7
chr8	101273770	101276423	9
chr8	101273770	101282241	3
chr8	101273770	101300495	4
chr8	101281013	101287389	6
chr8	101299729	101300495	8
chr8	101716525	101717901	2
chr8	101717817	101719033	4
chr8	101718879	101719033	2
chr8	101718879	101719225	2
chr8	101721361	101730116	5
chr8	101721361	101730508	1
chr8	101721361	101725409	5
chr8	101721361	101724685	1
chr8	101721361	101721959	6
chr8	101721361	101721451	2
chr8	101727690	101730508	5
chr8	101936183	101937267	3
chr8	103276702	103300494	5
chr8	103281206	103293747	7
chr8	103297741	103359320	8
chr8	103305833	103358623	2
chr8	103312228	103326144	10
chr8	103312228	103372418	12
chr8	103312228	103358623	3
chr8	103312228	103324473	4
chr8	103357624	103357773	4
chr8	103357624	103358623	7
chr8	103357624	103372418	6
chr8	103357624	103372893	1
chr8	103372299	103372418	2
chr8	103372299	103373854	5
chr8	104442840	104448018	3
chr8	113392581	113418956	6
chr8	113841915	113960106	8
chr8	117668095	117671219	9
chr8	117669454	117671219	4
chr8	120814034	120814265	3
chr8	121705932	121706148	5
chr8	124089351	124132428	8
chr8	124335178	124346562	10
chr8	124338133	124350061	7
chr8	124346118	124350061	5
chr8	124346118	124351686	5
chr8	124346118	124348772	6
chr8	124368629	124373886	5
chr8	124371461	124373886	6
chr8	124821133	124821256	2
chr8	125332327	125332432	5
chr8	125332327	125335616	2
chr8	125332327	125343033	8
chr8	125516512	125528271	6
chr8	130892622	130892704	3
chr8	131226802	131414216	4
chr8	131370263	131370389	5
chr8	131370263	131374017	4
chr8	131370263	131414216	6
chr8	132952746	133014054	6
chr8	132956992	132958880	4
chr8	132958730	132958880	5
chr8	133806656	133806827	7
chr8	134258859	134262786	5
chr8	134258859	134292510	6
chr8	134258859	134271473	7
chr8	134274290	134276895	4
chr8	135521862	135533244	7
chr8	135521862	135602598	6
chr8	140998934	141461482	6
chr8	141034034	141415797	2
